[2022-06-30 18:15:28] [    INFO] 前置条件：传音统一登录开始 (conftest.py:10)
[2022-06-30 18:19:22] [    INFO] 查找元素：('xpath', "//div[4]/div[2]/table/tbody/tr[1]//td[6]//span[normalize-space(text())='保存']") (basics.py:51)
[2022-06-30 18:19:22] [    INFO] 点击元素：('xpath', "//div[4]/div[2]/table/tbody/tr[1]//td[6]//span[normalize-space(text())='保存']") (basics.py:110)
[2022-06-30 18:19:22] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-06-30 18:19:22] [    INFO] 点击元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:110)
[2022-06-30 18:19:22] [    INFO] 查找元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:51)
[2022-06-30 18:19:22] [    INFO] 点击元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:110)
[2022-06-30 18:19:27] [    INFO] 断言成功：URL为预期一致 | URL: http://10.250.112.166:9000/#/systemManage/areaManage (assert_ui.py:159)
[2022-06-30 18:19:29] [    INFO] 查找元素：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:51)
[2022-06-30 18:19:29] [    INFO] 选择点击：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:107)
[2022-06-30 18:19:33] [    INFO] 查找元素：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:51)
[2022-06-30 18:19:33] [    INFO] 选择点击：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:107)
[2022-06-30 18:19:37] [    INFO] 查找元素：['xpath', "//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='lj测试01']"] (basics.py:51)
[2022-06-30 18:19:37] [    INFO] 选择点击：['xpath', "//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='lj测试01']"] (basics.py:107)
[2022-06-30 18:19:41] [    INFO] 查找元素：['xpath', "//div[@tabindex='-1']//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='lj测试001']"] (basics.py:51)
[2022-06-30 18:19:41] [    INFO] 选择点击：['xpath', "//div[@tabindex='-1']//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='lj测试001']"] (basics.py:107)
[2022-06-30 18:19:45] [    INFO] 查找元素：['xpath', "//div[@tabindex='-1']//div[@tabindex='-1']//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='中国']"] (basics.py:51)
[2022-06-30 18:19:45] [    INFO] 选择点击：['xpath', "//div[@tabindex='-1']//div[@tabindex='-1']//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='中国']"] (basics.py:107)
[2022-06-30 18:19:47] [    INFO] 查找元素：('xpath', "//div[@class='content-tab-top']//div[contains(text(),'市场划分配置')]") (basics.py:51)
[2022-06-30 18:19:47] [    INFO] 点击元素：('xpath', "//div[@class='content-tab-top']//div[contains(text(),'市场划分配置')]") (basics.py:110)
[2022-06-30 18:19:47] [    INFO] 查找元素：('xpath', "//div[4]/div[2]/table/tbody/tr[1]//td[6]//span[normalize-space(text())='编辑']") (basics.py:51)
[2022-06-30 18:19:47] [    INFO] 点击元素：('xpath', "//div[4]/div[2]/table/tbody/tr[1]//td[6]//span[normalize-space(text())='编辑']") (basics.py:110)
[2022-06-30 18:19:47] [    INFO] 查找元素：('xpath', "//thead[contains(@class,'has-gutter')]//th[3]//div") (basics.py:51)
[2022-06-30 18:19:47] [    INFO] 获取文本：市场划分 (basics.py:238)
[2022-06-30 18:19:47] [    INFO] 查找元素：('xpath', "//div[@class='el-table__body-wrapper is-scrolling-none']//input[@placeholder='请选择']") (basics.py:51)
[2022-06-30 18:19:47] [    INFO] 点击元素：('xpath', "//div[@class='el-table__body-wrapper is-scrolling-none']//input[@placeholder='请选择']") (basics.py:110)
[2022-06-30 18:19:49] [    INFO] 查找元素：['xpath', "//div[@x-placement='bottom-start']//li[1]"] (basics.py:51)
[2022-06-30 18:19:49] [    INFO] 选择点击：['xpath', "//div[@x-placement='bottom-start']//li[1]"] (basics.py:107)
[2022-06-30 18:19:49] [    INFO] 查找元素：('xpath', "//div[4]/div[2]/table/tbody/tr[1]//td[6]//span[normalize-space(text())='保存']") (basics.py:51)
[2022-06-30 18:19:50] [    INFO] 点击元素：('xpath', "//div[4]/div[2]/table/tbody/tr[1]//td[6]//span[normalize-space(text())='保存']") (basics.py:110)
[2022-06-30 18:19:50] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-06-30 18:19:50] [    INFO] 点击元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:110)
[2022-06-30 18:19:50] [    INFO] 查找元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:51)
[2022-06-30 18:19:50] [    INFO] 点击元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:110)
[2022-06-30 18:19:55] [    INFO] 断言成功：URL为预期一致 | URL: http://10.250.112.166:9000/#/systemManage/areaManage (assert_ui.py:159)
[2022-06-30 18:19:57] [    INFO] 查找元素：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:51)
[2022-06-30 18:19:57] [    INFO] 选择点击：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:107)
[2022-06-30 18:20:01] [    INFO] 查找元素：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:51)
[2022-06-30 18:20:01] [    INFO] 选择点击：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:107)
[2022-06-30 18:20:03] [    INFO] 查找元素：['xpath', "//tbody//tr[1]//td[6]//span[contains(text(),'编辑')]"] (basics.py:47)
[2022-06-30 18:20:05] [    INFO] 查找元素：('xpath', "//span[@class='color-rgb166 marginLeft-33']") (basics.py:51)
[2022-06-30 18:20:05] [    INFO] 获取文本：组织 (basics.py:238)
[2022-06-30 18:20:06] [    INFO] 查找元素：('xpath', "//tbody//tr//td[2]//input[contains(@accept,'-nameZh')]") (basics.py:51)
[2022-06-30 18:20:06] [    INFO] 输入文本：lj测试02 (basics.py:81)
[2022-06-30 18:20:07] [    INFO] 查找元素：('xpath', "//tbody//tr//td[3]//input[contains(@accept,'-nameEn')]") (basics.py:51)
[2022-06-30 18:20:07] [    INFO] 输入文本：ljtest02 (basics.py:81)
[2022-06-30 18:20:07] [    INFO] 查找元素：('xpath', "//tbody//tr//td[6]//span[contains(text(),'保存')]") (basics.py:51)
[2022-06-30 18:20:07] [    INFO] 点击元素：('xpath', "//tbody//tr//td[6]//span[contains(text(),'保存')]") (basics.py:110)
[2022-06-30 18:20:08] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-06-30 18:20:08] [    INFO] 点击元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:110)
[2022-06-30 18:20:08] [    INFO] 查找元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:51)
[2022-06-30 18:20:08] [    INFO] 点击元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:110)
[2022-06-30 18:20:13] [    INFO] 断言成功：URL为预期一致 | URL: http://10.250.112.166:9000/#/systemManage/areaManage (assert_ui.py:159)
[2022-06-30 18:20:15] [    INFO] 查找元素：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:51)
[2022-06-30 18:20:15] [    INFO] 选择点击：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:107)
[2022-06-30 18:20:19] [    INFO] 查找元素：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:51)
[2022-06-30 18:20:19] [    INFO] 选择点击：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:107)
[2022-06-30 18:20:23] [    INFO] 查找元素：['xpath', "//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='lj测试02']"] (basics.py:51)
[2022-06-30 18:20:23] [    INFO] 选择点击：['xpath', "//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='lj测试02']"] (basics.py:107)
[2022-06-30 18:20:25] [    INFO] 查找元素：['xpath', "//tbody//tr[1]//td[6]//span[contains(text(),'编辑')]"] (basics.py:47)
[2022-06-30 18:20:27] [    INFO] 查找元素：('xpath', "//span[@class='color-rgb166 marginLeft-33']") (basics.py:51)
[2022-06-30 18:20:27] [    INFO] 获取文本：地区部 (basics.py:238)
[2022-06-30 18:20:28] [    INFO] 查找元素：('xpath', "//tbody//tr//td[2]//input[contains(@accept,'-nameZh')]") (basics.py:51)
[2022-06-30 18:20:28] [    INFO] 输入文本：lj测试002 (basics.py:81)
[2022-06-30 18:20:29] [    INFO] 查找元素：('xpath', "//tbody//tr//td[3]//input[contains(@accept,'-nameEn')]") (basics.py:51)
[2022-06-30 18:20:29] [    INFO] 输入文本：ljtest002 (basics.py:81)
[2022-06-30 18:20:29] [    INFO] 查找元素：('xpath', "//tbody//tr//td[6]//span[contains(text(),'保存')]") (basics.py:51)
[2022-06-30 18:20:29] [    INFO] 点击元素：('xpath', "//tbody//tr//td[6]//span[contains(text(),'保存')]") (basics.py:110)
[2022-06-30 18:20:30] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-06-30 18:20:30] [    INFO] 点击元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:110)
[2022-06-30 18:20:30] [    INFO] 查找元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:51)
[2022-06-30 18:20:30] [    INFO] 点击元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:110)
[2022-06-30 18:20:35] [    INFO] 断言成功：URL为预期一致 | URL: http://10.250.112.166:9000/#/systemManage/areaManage (assert_ui.py:159)
[2022-06-30 18:20:37] [    INFO] 查找元素：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:51)
[2022-06-30 18:20:37] [    INFO] 选择点击：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:107)
[2022-06-30 18:20:41] [    INFO] 查找元素：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:51)
[2022-06-30 18:20:41] [    INFO] 选择点击：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:107)
[2022-06-30 18:20:45] [    INFO] 查找元素：['xpath', "//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='lj测试02']"] (basics.py:51)
[2022-06-30 18:20:45] [    INFO] 选择点击：['xpath', "//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='lj测试02']"] (basics.py:107)
[2022-06-30 18:20:49] [    INFO] 查找元素：['xpath', "//div[@tabindex='-1']//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='lj测试002']"] (basics.py:51)
[2022-06-30 18:20:49] [    INFO] 选择点击：['xpath', "//div[@tabindex='-1']//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='lj测试002']"] (basics.py:107)
[2022-06-30 18:20:53] [    INFO] 查找元素：['xpath', "//div[@tabindex='-1']//div[@tabindex='-1']//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='中国']"] (basics.py:51)
[2022-06-30 18:20:53] [    INFO] 选择点击：['xpath', "//div[@tabindex='-1']//div[@tabindex='-1']//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='中国']"] (basics.py:107)
[2022-06-30 18:20:55] [    INFO] 查找元素：('xpath', "//div[4]/div[2]/table/tbody/tr[1]//td[6]//span[normalize-space(text())='编辑']") (basics.py:51)
[2022-06-30 18:20:56] [    INFO] 点击元素：('xpath', "//div[4]/div[2]/table/tbody/tr[1]//td[6]//span[normalize-space(text())='编辑']") (basics.py:110)
[2022-06-30 18:20:56] [    INFO] 查找元素：('xpath', "//thead[contains(@class,'has-gutter')]//th[3]//div") (basics.py:51)
[2022-06-30 18:20:56] [    INFO] 获取文本：市场分类 (basics.py:238)
[2022-06-30 18:20:56] [    INFO] 查找元素：('xpath', "//div[@class='el-table__body-wrapper is-scrolling-none']//input[@placeholder='请选择']") (basics.py:51)
[2022-06-30 18:20:56] [    INFO] 点击元素：('xpath', "//div[@class='el-table__body-wrapper is-scrolling-none']//input[@placeholder='请选择']") (basics.py:110)
[2022-06-30 18:21:00] [    INFO] 查找元素：['xpath', "//div[@x-placement='bottom-start']//li[4]"] (basics.py:51)
[2022-06-30 18:21:00] [    INFO] 选择点击：['xpath', "//div[@x-placement='bottom-start']//li[4]"] (basics.py:107)
[2022-06-30 18:21:00] [    INFO] 查找元素：('xpath', "//div[4]/div[2]/table/tbody/tr[1]//td[6]//span[normalize-space(text())='保存']") (basics.py:51)
[2022-06-30 18:21:00] [    INFO] 点击元素：('xpath', "//div[4]/div[2]/table/tbody/tr[1]//td[6]//span[normalize-space(text())='保存']") (basics.py:110)
[2022-06-30 18:21:00] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-06-30 18:21:00] [    INFO] 点击元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:110)
[2022-06-30 18:21:00] [    INFO] 查找元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:51)
[2022-06-30 18:21:00] [    INFO] 点击元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:110)
[2022-06-30 18:21:05] [    INFO] 断言成功：URL为预期一致 | URL: http://10.250.112.166:9000/#/systemManage/areaManage (assert_ui.py:159)
[2022-06-30 18:21:07] [    INFO] 查找元素：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:51)
[2022-06-30 18:21:07] [    INFO] 选择点击：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:107)
[2022-06-30 18:21:11] [    INFO] 查找元素：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:51)
[2022-06-30 18:21:11] [    INFO] 选择点击：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:107)
[2022-06-30 18:21:15] [    INFO] 查找元素：['xpath', "//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='lj测试02']"] (basics.py:51)
[2022-06-30 18:21:15] [    INFO] 选择点击：['xpath', "//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='lj测试02']"] (basics.py:107)
[2022-06-30 18:21:19] [    INFO] 查找元素：['xpath', "//div[@tabindex='-1']//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='lj测试002']"] (basics.py:51)
[2022-06-30 18:21:19] [    INFO] 选择点击：['xpath', "//div[@tabindex='-1']//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='lj测试002']"] (basics.py:107)
[2022-06-30 18:21:23] [    INFO] 查找元素：['xpath', "//div[@tabindex='-1']//div[@tabindex='-1']//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='中国']"] (basics.py:51)
[2022-06-30 18:21:23] [    INFO] 选择点击：['xpath', "//div[@tabindex='-1']//div[@tabindex='-1']//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='中国']"] (basics.py:107)
[2022-06-30 18:21:25] [    INFO] 查找元素：('xpath', "//div[@class='content-tab-top']//div[contains(text(),'市场划分配置')]") (basics.py:51)
[2022-06-30 18:21:25] [    INFO] 点击元素：('xpath', "//div[@class='content-tab-top']//div[contains(text(),'市场划分配置')]") (basics.py:110)
[2022-06-30 18:21:25] [    INFO] 查找元素：('xpath', "//div[4]/div[2]/table/tbody/tr[1]//td[6]//span[normalize-space(text())='编辑']") (basics.py:51)
[2022-06-30 18:21:26] [    INFO] 点击元素：('xpath', "//div[4]/div[2]/table/tbody/tr[1]//td[6]//span[normalize-space(text())='编辑']") (basics.py:110)
[2022-06-30 18:21:26] [    INFO] 查找元素：('xpath', "//thead[contains(@class,'has-gutter')]//th[3]//div") (basics.py:51)
[2022-06-30 18:21:26] [    INFO] 获取文本：市场划分 (basics.py:238)
[2022-06-30 18:21:26] [    INFO] 查找元素：('xpath', "//div[@class='el-table__body-wrapper is-scrolling-none']//input[@placeholder='请选择']") (basics.py:51)
[2022-06-30 18:21:26] [    INFO] 点击元素：('xpath', "//div[@class='el-table__body-wrapper is-scrolling-none']//input[@placeholder='请选择']") (basics.py:110)
[2022-06-30 18:21:28] [    INFO] 查找元素：['xpath', "//div[@x-placement='bottom-start']//li[5]"] (basics.py:51)
[2022-06-30 18:21:28] [    INFO] 选择点击：['xpath', "//div[@x-placement='bottom-start']//li[5]"] (basics.py:107)
[2022-06-30 18:21:28] [    INFO] 查找元素：('xpath', "//div[4]/div[2]/table/tbody/tr[1]//td[6]//span[normalize-space(text())='保存']") (basics.py:51)
[2022-06-30 18:21:28] [    INFO] 点击元素：('xpath', "//div[4]/div[2]/table/tbody/tr[1]//td[6]//span[normalize-space(text())='保存']") (basics.py:110)
[2022-06-30 18:21:28] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-06-30 18:21:28] [    INFO] 点击元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:110)
[2022-06-30 18:21:28] [    INFO] 查找元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:51)
[2022-06-30 18:21:28] [    INFO] 点击元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:110)
[2022-06-30 18:21:33] [    INFO] 断言成功：URL为预期一致 | URL: http://10.250.112.166:9000/#/systemManage/areaManage (assert_ui.py:159)
[2022-06-30 18:21:35] [    INFO] 查找元素：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:51)
[2022-06-30 18:21:35] [    INFO] 选择点击：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:107)
[2022-06-30 18:21:39] [    INFO] 查找元素：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:51)
[2022-06-30 18:21:39] [    INFO] 选择点击：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:107)
[2022-06-30 18:21:43] [    INFO] 查找元素：['xpath', "//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='lj测试02']"] (basics.py:51)
[2022-06-30 18:21:43] [    INFO] 选择点击：['xpath', "//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='lj测试02']"] (basics.py:107)
[2022-06-30 18:21:47] [    INFO] 查找元素：['xpath', "//div[@tabindex='-1']//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='lj测试002']"] (basics.py:51)
[2022-06-30 18:21:47] [    INFO] 选择点击：['xpath', "//div[@tabindex='-1']//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='lj测试002']"] (basics.py:107)
[2022-06-30 18:21:49] [    INFO] 查找元素：['xpath', "//tbody//tr[1]//td[6]//span[contains(text(),'删除')]"] (basics.py:47)
[2022-06-30 18:21:49] [    INFO] 查找元素：('xpath', "//span[@class='color-rgb166 marginLeft-33']") (basics.py:51)
[2022-06-30 18:21:50] [    INFO] 获取文本：大区 (basics.py:238)
[2022-06-30 18:21:50] [    INFO] 查找元素：('xpath', "//div[@aria-hidden='false']//span[contains(text(),'确定')]") (basics.py:51)
[2022-06-30 18:21:50] [    INFO] 点击元素：('xpath', "//div[@aria-hidden='false']//span[contains(text(),'确定')]") (basics.py:110)
[2022-06-30 18:21:51] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-06-30 18:21:51] [    INFO] 点击元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:110)
[2022-06-30 18:21:51] [    INFO] 查找元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:51)
[2022-06-30 18:21:51] [    INFO] 点击元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:110)
[2022-06-30 18:21:56] [    INFO] 断言成功：URL为预期一致 | URL: http://10.250.112.166:9000/#/systemManage/areaManage (assert_ui.py:159)
[2022-06-30 18:21:58] [    INFO] 查找元素：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:51)
[2022-06-30 18:21:58] [    INFO] 选择点击：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:107)
[2022-06-30 18:22:02] [    INFO] 查找元素：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:51)
[2022-06-30 18:22:02] [    INFO] 选择点击：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:107)
[2022-06-30 18:22:06] [    INFO] 查找元素：['xpath', "//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='lj测试02']"] (basics.py:51)
[2022-06-30 18:22:06] [    INFO] 选择点击：['xpath', "//div[@tabindex='-1']//div[@class='el-tree-node__content']//span[normalize-space(text())='lj测试02']"] (basics.py:107)
[2022-06-30 18:22:08] [    INFO] 查找元素：['xpath', "//tbody//tr[1]//td[6]//span[contains(text(),'删除')]"] (basics.py:47)
[2022-06-30 18:22:08] [    INFO] 查找元素：('xpath', "//span[@class='color-rgb166 marginLeft-33']") (basics.py:51)
[2022-06-30 18:22:08] [    INFO] 获取文本：地区部 (basics.py:238)
[2022-06-30 18:22:08] [    INFO] 查找元素：('xpath', "//div[@aria-hidden='false']//span[contains(text(),'确定')]") (basics.py:51)
[2022-06-30 18:22:08] [    INFO] 点击元素：('xpath', "//div[@aria-hidden='false']//span[contains(text(),'确定')]") (basics.py:110)
[2022-06-30 18:22:09] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-06-30 18:22:09] [    INFO] 点击元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:110)
[2022-06-30 18:22:09] [    INFO] 查找元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:51)
[2022-06-30 18:22:10] [    INFO] 点击元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:110)
[2022-06-30 18:22:15] [    INFO] 断言成功：URL为预期一致 | URL: http://10.250.112.166:9000/#/systemManage/areaManage (assert_ui.py:159)
[2022-06-30 18:22:17] [    INFO] 查找元素：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:51)
[2022-06-30 18:22:17] [    INFO] 选择点击：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:107)
[2022-06-30 18:22:21] [    INFO] 查找元素：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:51)
[2022-06-30 18:22:21] [    INFO] 选择点击：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:107)
[2022-06-30 18:22:23] [    INFO] 查找元素：['xpath', "//tbody//tr[1]//td[6]//span[contains(text(),'删除')]"] (basics.py:47)
[2022-06-30 18:22:23] [    INFO] 查找元素：('xpath', "//span[@class='color-rgb166 marginLeft-33']") (basics.py:51)
[2022-06-30 18:22:23] [    INFO] 获取文本：组织 (basics.py:238)
[2022-06-30 18:22:23] [    INFO] 查找元素：('xpath', "//div[@aria-hidden='false']//span[contains(text(),'确定')]") (basics.py:51)
[2022-06-30 18:22:23] [    INFO] 点击元素：('xpath', "//div[@aria-hidden='false']//span[contains(text(),'确定')]") (basics.py:110)
[2022-06-30 18:22:24] [    INFO] 查找元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:51)
[2022-06-30 18:22:24] [    INFO] 点击元素：('xpath', '//*[@id="app"]/div/div[1]/div[2]/div[1]/div/ul/div[11]/li/div/span') (basics.py:110)
[2022-06-30 18:22:24] [    INFO] 查找元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:51)
[2022-06-30 18:22:24] [    INFO] 点击元素：('xpath', "//a[@href='#/systemManage/areaManage']//li[@role='menuitem']") (basics.py:110)
[2022-06-30 18:22:29] [    INFO] 断言成功：URL为预期一致 | URL: http://10.250.112.166:9000/#/systemManage/areaManage (assert_ui.py:159)
[2022-06-30 18:22:31] [    INFO] 查找元素：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:51)
[2022-06-30 18:22:32] [    INFO] 选择点击：['xpath', "//div[@class='main-top-audit']//div[contains(text(),'Infinix事业部')]"] (basics.py:107)
[2022-06-30 18:22:36] [    INFO] 查找元素：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:51)
[2022-06-30 18:22:36] [    INFO] 选择点击：['xpath', "//div[@tabindex='0']//span[normalize-space(text())='Infinix事业部']"] (basics.py:107)
[2022-06-30 18:22:38] [    INFO] 查找元素：('xpath', "//button[@type='button']//span[contains(text(),'新 增')]") (basics.py:51)
[2022-06-30 18:22:38] [    INFO] 点击元素：('xpath', "//button[@type='button']//span[contains(text(),'新 增')]") (basics.py:110)
[2022-06-30 18:22:39] [    INFO] 查找元素：('xpath', "//span[@class='color-rgb166 marginLeft-33']") (basics.py:51)
[2022-06-30 18:22:39] [    INFO] 获取文本：组织 (basics.py:238)
[2022-06-30 18:22:39] [    INFO] 查找元素：('xpath', "//tbody//tr//td[2]//input[contains(@accept,'-nameZh')]") (basics.py:51)
[2022-06-30 18:22:39] [    INFO] 输入文本：lj测试01 (basics.py:81)
[2022-06-30 18:22:40] [    INFO] 查找元素：('xpath', "//tbody//tr//td[3]//input[contains(@accept,'-nameEn')]") (basics.py:51)
[2022-06-30 18:22:40] [    INFO] 输入文本：ljtest01 (basics.py:81)
[2022-06-30 18:22:40] [    INFO] 查找元素：('xpath', "//tbody//tr//td[6]//span[contains(text(),'保存')]") (basics.py:51)
[2022-06-30 18:22:40] [    INFO] 点击元素：('xpath', "//tbody//tr//td[6]//span[contains(text(),'保存')]") (basics.py:110)
